ID,Cfset_ID,Form_ID,Comment,Source
3056-1-3,3056-1,protomalayopolynesian-widewidth-1,,dyen1953
3058-1-1,3058-1,gilbertese-sulky-1,,
3060-1-1,3060-1,fijian-ashrubnothopanaxfruiticosum-1,,
3063-1-1,3063-1,saa-tremble-1,,
3063-1-2,3063-1,bugotu-shake-1,,
3063-1-3,3063-1,lau-beshaken-1,,
3063-1-4,3063-1,arosi-tremble-1,,
3063-1-5,3063-1,kwaio-tremble-1,,
3066-1-1,3066-1,gilbertese-small-1,,
3068-1-1,3068-1,gilbertese-ridgeatthesideofaplankcausedbyitshavingagreaterthicknessthantheadjoiningplank-1,,
3068-1-2,3068-1,gilbertese-bethickerthantheadjoiningplank-1,,
3073-1-1,3073-1,bugotu-fishnet-1,,
3073-1-2,3073-1,arosi-smallhandnet-1,,
3075-1-1,3075-1,marshallese-bepossessedbyevilspirittopossess-1,,
3075-1-2,3075-1,kosraean-holdcatch-1,,
3077-1-1,3077-1,uraustronesisch-bone-1,,
3078-1-1,3078-1,kosraean-heshe-1,,
3080-1-1,3080-1,lakalai-here-1,,
3082-1-1,3082-1,tongan-matsgiventoabride-1,,
3082-1-2,3082-1,saa-tospreadoversomething-1,,
3082-1-3,3082-1,arosi-tospreadasnews-1,,
3082-1-4,3082-1,arosi-toextendoverspreadsomething-1,,
3082-1-5,3082-1,kwaio-sleepingmat-1,,
3082-1-6,3082-1,kwaio-spreadouttarodoughforpudding-1,,
3082-1-7,3082-1,protoeasternoceanic-sleepingmat-1,,geraghty1983
3084-1-1,3084-1,lau-dowithhelp-1,,
3084-1-2,3084-1,bugotu-prefixofreciprocity-1,,
3084-1-3,3084-1,arosi-mutualaction-1,,
3084-1-4,3084-1,kwaio-forwithtohim-1,,
3084-1-5,3084-1,kwaio-forit-1,,
3084-2-1,3084-2,protoeasternoceanic-reciprocalaction-1,,geraghty1990
3085-1-1,3085-1,protopolynesian-where-1,,pollex[féa]
3085-2-1,3085-2,fijian-where-1,,
3085-2-2,3085-2,saa-where-1,,
3085-2-3,3085-2,bugotu-where-1,,
3085-2-4,3085-2,lau-where-1,,
3085-2-5,3085-2,arosi-where-1,,
3085-2-6,3085-2,kwaio-where-1,,
3085-2-7,3085-2,lakalai-where-1,,
3086-1-1,3086-1,protoeasternoceanic-undersideunder-1,,
3086-1-2,3086-1,saa-downside-1,,
3086-1-3,3086-1,saa-belowunderside-1,,
3086-1-4,3086-1,kwaio-underunderneath-1,,
3086-1-5,3086-1,protoaustronesian-underside-1,,
3086-2-1,3086-2,protooceanic-thighlegstem-1,,ross1988
3086-2-2,3086-2,protooceanic-thigh-1,,
3086-2-3,3086-2,fijian-footleg-1,,
3086-2-4,3086-2,lakalai-legfoot-1,,
3086-2-5,3086-2,uraustronesisch-legstem-1,,
3086-2-6,3086-2,lau-underneath-1,,
3088-1-1,3088-1,woleaian-specialfoodincludingfishsetasideforachief-1,,
3088-1-2,3088-1,puloannan-specialfoodchiefsfood-1,,
3089-1-1,3089-1,gilbertese-footlegwalk-1,,
3093-1-1,3093-1,puloannan-uncultivatedland-1,,
3093-1-2,3093-1,sonsorolese-uncultivatedland-1,,
3094-1-1,3094-1,chuukese-mantaray-1,,
3094-1-2,3094-1,puluwatese-rayfishstingray-2,,
3094-1-3,3094-1,woleaian-rayfishstingray-1,,
3094-1-4,3094-1,puloannan-rayfishstingray-1,,
3096-1-1,3096-1,protopolynesian-woman-1,,pollex[fafine]
3096-1-2,3096-1,protooceanic-woman-1,,ross1988
3096-1-3,3096-1,protooceanic-womanfemalesistermalespeaker-1,,blustandtrussel201014
3097-1-1,3097-1,fijian-what-1,,
3097-1-2,3097-1,bugotu-what-1,,
3097-1-3,3097-1,lakalai-what-1,,
3095-1-1,3095-1,protoeasternoceanic-reciprocalpluralaction-1,,geraghty1990
3095-2-1,3095-2,protopolynesian-touchnosessmell-1,,pollex[sogi]
3098-1-1,3098-1,protoeasternoceanic-evening-1,,
3098-1-2,3098-1,protooceanic-evening-1,,ross1988
3098-1-3,3098-1,saa-evening-1,,
3098-1-4,3098-1,protokimbe-evening-1,,
3098-1-5,3098-1,protoaustronesian-eveningmeal-1,,blustandtrussel201014
3101-1-1,3101-1,gilbertese-sitorstandinfrontofsomeoneignoreonewhowasonceafriend-1,,
3103-1-1,3103-1,marshallese-cultthattattooedandpracticedmagic-1,,
3105-1-1,3105-1,fijian-admonishharanguemakeaspeechpreach-1,,
3105-1-2,3105-1,tongan-givestrictorsolemninstructionchargecommanddirectenjoin-1,,
3105-1-3,3105-1,protopolynesian-deliberativeassembly-1,,pollex[fono.2]
3105-1-4,3105-1,lakalai-customs-1,,
3108-1-1,3108-1,bugotu-toeatvegetablefood-1,,
3108-1-2,3108-1,arosi-tofeednourish-1,,
3108-1-3,3108-1,kwaio-toeatfood-1,,
3108-1-4,3108-1,kwaio-tofeed-1,,
3111-1-1,3111-1,protopolynesian-blowthroughonesnose-1,,pollex[fagu.2]
3111-2-1,3111-2,kosraean-diseaseofthenosespeakthroughonesnose-1,,
3113-1-1,3113-1,saipancarolinian-wakeup-1,,
3113-1-2,3113-1,marshallese-callbyname-1,,
3116-1-1,3116-1,yapese-spongelungs-1,,
3120-1-1,3120-1,lau-givesuckto-1,,
3120-2-1,3120-2,kwaio-segmentsproutshootoff-1,,
3122-1-1,3122-1,protooceanic-plantedtuber-1,,ross1988
3122-2-1,3122-2,kosraean-setuperect-1,,
3122-2-2,3122-2,protomalayopolynesian-driveinasapost-1,,blust1986[66]
3122-2-3,3122-2,protoaustronesian-driveinasapostnailorwedge-1,,blustandtrussel201014
3126-1-1,3126-1,pohnpeian-torespondtoanswer-1,,
3127-1-1,3127-1,mokilese-pandanuscud-1,,
3128-1-1,3128-1,bugotu-toplait-1,,
3128-1-2,3128-1,lau-toweaveplait-1,,
3128-1-3,3128-1,kwaio-weaveknitplait-1,,
3128-1-4,3128-1,protooceanic-weave-1,,ross1988
3129-1-1,3129-1,protoeasternoceanic-head-1,,geraghty1983
3129-1-2,3129-1,saa-head-1,,
3129-1-3,3129-1,bugotu-head-1,,
3129-1-4,3129-1,lau-head-1,,
3129-1-5,3129-1,arosi-head-1,,
3129-1-6,3129-1,kwaio-head-1,,
3131-1-1,3131-1,protonakanai-towrapbandagemedicate-1,,
3131-1-2,3131-1,uraustronesisch-tiebind-1,,
3133-1-1,3133-1,bugotu-abovetop-1,,
3136-1-1,3136-1,pohnpeian-befecundspreadaboutsproutofcoconuts-1,,
3136-1-2,3136-1,mokilese-bespreadaround-1,,
3138-1-1,3138-1,marshallese-legendfolkloristicstory-1,,
3140-1-1,3140-1,protomalayopolynesian-jerkspringupsuddenly-1,,blust1980[55]
3140-1-2,3140-1,protomalayopolynesian-snarenoosetrapspringupsuddenlyjerkupasafishinglineornoosetrap-1,,blustandtrussel201014
3140-1-3,3140-1,protooceanic-snarenoosetrapspringupsuddenlyjerkupasafishinglineornoosetrap-1,,blustandtrussel201014
3143-1-1,3143-1,marshallese-tobraidofhairorhandleofabasketplait-1,,
3143-1-2,3143-1,marshallese-braidsomething-1,,
3143-1-3,3143-1,gilbertese-tobraidsomethingashairorrope-1,,
3143-1-4,3143-1,kosraean-braid-1,,
3143-1-5,3143-1,kosraean-braidsomething-1,,
3143-2-1,3143-2,uraustronesisch-turntwist-1,,
3143-2-2,3143-2,protoaustronesian-twistplait-1,,blust1970[135]
3144-1-1,3144-1,protooceanic-howmany-2,,ross1988
3145-1-1,3145-1,marshallese-sexualintercourse-1,,
3145-1-2,3145-1,marshallese-havesexualintercoursewithsomeone-1,,
3146-1-1,3146-1,saa-bodyflesh-1,,
3146-1-2,3146-1,arosi-flesh-1,,
3146-1-3,3146-1,kwaio-flesh-1,,
3148-1-1,3148-1,pohnpeian-toflash-1,,
3148-1-2,3148-1,marshallese-strikeamatch-1,,
3149-1-1,3149-1,protopolynesian-star-1,,pollex[fetuqu]
3149-1-2,3149-1,uraustronesisch-star-1,,
3149-2-1,3149-2,saa-star-1,,
3149-2-2,3149-2,arosi-star-1,,
3149-2-3,3149-2,kwaio-star-1,,
3156-1-1,3156-1,kosraean-hesheitindependentpronoun-1,,
3163-1-1,3163-1,protooceanic-tail-1,,
3163-2-1,3163-2,saa-tail-1,,
3163-2-2,3163-2,kwaio-tail-1,,
3164-1-1,3164-1,uraustronesisch-vanishdisappear-1,,
3168-1-1,3168-1,fijian-drink-1,,
3167-1-1,3167-1,gilbertese-fibrousporousenvelopeatthebaseofthecoconutleaforfrond-1,,
3167-2-1,3167-2,fijian-coconutcloth-1,,
3169-1-1,3169-1,lakalai-spineofthestingray-1,,
3173-1-1,3173-1,uraustronesisch-stirmovefan-1,,
3173-1-2,3173-1,lakalai-gratecoconutrubsmooth-1,,
3174-1-1,3174-1,saa-tofan-1,,
3174-1-2,3174-1,bugotu-tofan-1,,
3174-1-3,3174-1,lau-tomoveasafantofan-1,,
3174-1-4,3174-1,arosi-afantofan-1,,
3174-1-5,3174-1,kwaio-tofanaflame-1,,
3176-1-1,3176-1,saipancarolinian-topullupordipwater-1,,
3176-1-2,3176-1,saipancaroliniant-topullupordipwater-1,,
3176-2-1,3176-2,pohnpeian-tofetchordrawliquids-1,,
3176-2-2,3176-2,marshallese-drawwater-1,,
3176-2-3,3176-2,kosraean-toscoop-1,,
3176-2-4,3176-2,kosraean-scoopsomething-1,,
3176-2-5,3176-2,samoan-toladlescoop-1,,
3176-2-6,3176-2,uraustronesisch-dipitupdipitoutscoopitup-1,,
3176-3-1,3176-3,protoaustronesian-ladledipper-1,,blust1980[78]
3177-1-1,3177-1,woleaian-beerasedwipedouteffaced-1,,
3178-1-1,3178-1,protoeasternoceanic-name-2,,geraghty1983
3178-1-2,3178-1,protoaustronesian-name-1,,blust1978
3181-1-1,3181-1,rotuman-callophyllumtree-1,,
3181-1-2,3181-1,fijian-calysacciontinctorumtree-1,,
3181-1-3,3181-1,protomalayopolynesian-callophylluminophyllum-1,,blust198485
3182-1-1,3182-1,marshallese-handofbananasbunchofpandanuskeys-1,,
3184-1-1,3184-1,gilbertese-rainbow-1,,
3187-1-1,3187-1,fijian-weexclusive-2,,
3187-2-1,3187-2,protooceanic-weexclusive-1,,
3187-2-2,3187-2,saa-weexclusive-1,,
3187-2-3,3187-2,lau-weexclusive-1,,
3187-2-4,3187-2,bugotu-weexclusive-1,,
3187-2-5,3187-2,lakalai-weexclusive-1,,
3188-1-1,3188-1,pohnpeian-beitchyfromsomething-1,,
3191-1-1,3191-1,kosraean-throw-1,,
3193-1-1,3193-1,puloannan-biteitofmeat-1,,
3194-1-1,3194-1,fijian-besaid-1,,
3194-1-2,3194-1,fijian-tosay-1,,
3194-1-3,3194-1,fijian-somethingsaid-1,,
3194-1-4,3194-1,tongan-tellinform-1,,
3196-1-1,3196-1,bugotu-befirmsteadyfaithful-1,,
3200-1-1,3200-1,kosraean-smartintelligentsharpquickwitted-1,,
3201-1-1,3201-1,protoeasternoceanic-biteholdinteeth-1,,geraghty1990
3201-2-1,3201-2,marshallese-crumbledshatteredbrokeninbits-1,,
3202-1-1,3202-1,uraustronesisch-torolltwist-1,,
3203-1-1,3203-1,yapese-hibiscustreeloinclothoranyclothmadeofhibiscusbark-1,,
3206-1-1,3206-1,protooceanic-youplural-1,,
3206-1-2,3206-1,fijian-youplural-1,,
3206-1-3,3206-1,saa-youplural-1,,
3206-1-4,3206-1,lau-youplural-1,,
3206-1-5,3206-1,bugotu-youplural-1,,
3206-1-6,3206-1,lakalai-youplural-1,,
3206-2-1,3206-2,pohnpeian-youdual-1,,
3206-2-2,3206-2,pohnpeian-youplural-1,,
3206-2-3,3206-2,mokilese-youdual-1,,
3206-2-4,3206-2,mokilese-youplural-1,,
3207-1-1,3207-1,saa-forhimtoeat-1,,
3207-1-2,3207-1,bugotu-hisfoodtoeat-1,,
3207-1-3,3207-1,uraustronesisch-foodeatsomething-1,,
3209-1-1,3209-1,kosraean-banyantree-1,,
3213-1-1,3213-1,fijian-adherestickto-1,,
3216-1-1,3216-1,uraustronesisch-toscrape-1,,
3217-1-1,3217-1,marshallese-crestedtern-1,,
3217-1-2,3217-1,fijian-toscoldtocryofaparrottobarkofadog-1,,
3217-1-3,3217-1,saa-largegreenparrot-1,,
3218-1-1,3218-1,chuukese-benearclose-1,,
3218-1-2,3218-1,marshallese-bewithaccompany-1,,
3218-1-3,3218-1,rotuman-benearbenearto-1,,
3220-1-1,3220-1,protokimbe-toscrapescratch-1,,
3220-1-2,3220-1,kwaio-toscratch-1,,
3221-1-1,3221-1,kwaio-toracecompetewith-1,,
3221-1-2,3221-1,kwaio-tobestincompetitionoutdo-1,,
3222-1-1,3222-1,gilbertese-makeagnawingsound-1,,
3222-1-2,3222-1,gilbertese-grindtheteeth-1,,
3222-2-1,3222-2,saipancaroliniant-togrindsomethingwiththeteeth-1,,
3223-1-1,3223-1,chuukese-whitesandcrab-1,,
3224-1-1,3224-1,chuukese-afishepibulusinsidiator-1,,
3225-1-1,3225-1,ulawan-tosneeze-1,,
3225-1-2,3225-1,arosi-tosneeze-2,,
3227-1-1,3227-1,puloannan-befunnyamusing-1,,
3227-1-2,3227-1,mokilese-astory-1,,
3227-1-3,3227-1,fijian-scoldobjectrebuke-1,,
3227-1-4,3227-1,lakalai-tospeaklanguage-1,,
3227-1-5,3227-1,protoaustronesian-speaklanguage-1,,blust1970[129]
3227-1-6,3227-1,protoaustronesian-chatteringofmonkeys-1,,blust1970[129]
3227-2-1,3227-2,bugotu-toboast-1,,
3229-1-1,3229-1,saipancarolinian-avoyagebycanoetosailacanoeorvoyagebycanoe-1,,
3231-1-1,3231-1,pohnpeian-tocalltosummon-1,,
3231-2-1,3231-2,bugotu-cryoutcall-1,,
3232-1-1,3232-1,protoaustronesian-fishhookcatchwithhook-1,,wolff1993
3238-1-1,3238-1,puluwatese-snapperfish-1,,
3238-2-1,3238-2,protomalayopolynesian-milkfish-1,,blust198485
3242-1-1,3242-1,pohnpeian-lineageextendedfamilyclan-1,,
3243-1-1,3243-1,yapese-treewoodshrubplant-1,,
3244-1-1,3244-1,lakalai-digwithashovel-1,,
3247-1-1,3247-1,uraustronesisch-outriggerboom-1,,
3249-1-1,3249-1,saa-toplait-1,,
3251-1-1,3251-1,chuukese-pertainingtoshellfishorothermarinelife-1,,
3252-1-1,3252-1,protoaustronesian-recognizeataglanceunderstand-1,,wolff1993
3253-1-1,3253-1,saipancarolinian-bemarkedforlateruseorrecognition-1,,
3253-1-2,3253-1,saipancaroliniant-bemarkedforlateruseorrecognition-1,,
3254-1-1,3254-1,yapese-giantclam-1,,
3254-1-2,3254-1,palauan-typeoflargeclam-1,,
3254-2-1,3254-2,marshallese-closetightasaclam-1,,
3254-2-2,3254-2,marshallese-closeittight-1,,
3257-1-1,3257-1,protooceanic-pinch-1,,blust1978[59]
3260-1-1,3260-1,saa-tofindfaultwithreject-1,,
3264-1-1,3264-1,saa-eatrawfood-1,,
3265-1-1,3265-1,protoeasternoceanic-tocut-1,,
3265-1-2,3265-1,protopolynesian-cutclip-1,,pollex[koti.1]
3265-1-3,3265-1,arosi-cutofftopsoftaroforplanting-1,,
3269-1-1,3269-1,fijian-haironthebuttocks-1,,
3273-1-1,3273-1,fijian-goaground-1,,
3275-1-1,3275-1,fijian-bivalveshell-1,,
3275-1-2,3275-1,saa-toscrapewithashellgettheskinoffyams-1,,
3275-2-1,3275-2,protooceanic-scrape-1,,ross1988[461]
3276-1-1,3276-1,fijian-tobite-1,,
3277-1-1,3277-1,tongan-kindoffish-1,,
3283-1-1,3283-1,gilbertese-toresound-1,,
3283-1-2,3283-1,gilbertese-tobeatorthrobastheheart-1,,
3284-1-1,3284-1,kwaio-spoiledoffood-1,,
3286-1-1,3286-1,marshallese-pullbacktheforeskin-2,,
3287-1-1,3287-1,chuukese-tickling-1,,
3287-1-2,3287-1,fijian-tickleunderthearmpits-1,,
3292-1-1,3292-1,gilbertese-thestarregulus-1,,benderetal1984
3294-1-1,3294-1,uraustronesisch-goproceedasdirectionalaway-1,,
3295-1-1,3295-1,uraustronesisch-depthinside-1,,
3296-1-1,3296-1,protoaustronesian-inside-1,,blust1970[132]
3296-2-1,3296-2,marshallese-ininside-1,,
3296-2-2,3296-2,kosraean-inside-1,,
3296-2-3,3296-2,kosraean-insideof-1,,
3296-2-4,3296-2,lau-in-1,,
3296-2-5,3296-2,lakalai-insideinteriorunderside-1,,
3297-1-1,3297-1,marshallese-beseasickdisgusted-1,,
3297-1-2,3297-1,mokilese-belonelyhomesick-1,,
3298-1-1,3298-1,yapese-thoughtfeeling-1,,
3299-1-1,3299-1,puloannan-holecave-1,,
3302-1-1,3302-1,yapese-fly-1,,
3307-1-1,3307-1,fijian-jumpoutandattacksuddenly-1,,
3308-1-1,3308-1,yapese-coconutshellcup-1,,
3308-1-2,3308-1,yapese-skullcoconutshell-1,,
3311-1-1,3311-1,bugotu-tofeelcold-1,,
3312-1-1,3312-1,gilbertese-thread-1,,
3313-1-1,3313-1,fijian-gravelbelowsurfacesoil-1,,
3317-1-1,3317-1,kosraean-asail-1,,
3319-1-1,3319-1,bugotu-tobearplentifully-1,,
3320-1-1,3320-1,kosraean-afish-1,,
3320-1-2,3320-1,pohnpeian-fishspecies-1,,
3320-1-3,3320-1,marshallese-astingray-1,,
3322-1-1,3322-1,gilbertese-ant-1,,
3322-2-1,3322-2,protoeasternoceanic-ant-1,,geraghty1983;geraghty1990
3322-2-2,3322-2,fijian-smallant-1,,
3322-2-3,3322-2,tongan-ant-1,,
3322-2-4,3322-2,saa-redants-1,,
3322-2-5,3322-2,bugotu-redant-1,,
3322-2-6,3322-2,kwaio-ant-1,,
3322-2-7,3322-2,lakalai-largeredant-1,,
3322-3-1,3322-3,protokimbe-ant-1,,
3323-1-1,3323-1,bugotu-tongue-1,,
3325-1-1,3325-1,gilbertese-femalewomanwithdemonstrativesuffixes-1,,
3329-1-1,3329-1,mokilese-totow-1,,
3329-1-2,3329-1,mokilese-towsomething-1,,
3329-1-3,3329-1,marshallese-towpull-1,,
3329-1-4,3329-1,lakalai-pullupaplant-1,,
3337-1-1,3337-1,protooceanic-shade-1,,blust1978[6]
3337-1-2,3337-1,saa-shadowreflectionlikenesssoul-1,,
3337-1-3,3337-1,arosi-imageshapereflection-1,,
3337-1-4,3337-1,kwaio-toshadesomething-1,,
3337-1-5,3337-1,protonakanai-shadowreflection-1,,
3337-1-6,3337-1,uraustronesisch-shade-1,,
3337-2-1,3337-2,protoeasternoceanic-shady-1,,geraghty1990
3337-2-2,3337-2,protopolynesian-shade-1,,pollex[malu.a]
3337-2-3,3337-2,saa-toshade-1,,
3338-1-1,3338-1,gilbertese-unabletorestrainonesdesireeatingwithoutwaitingforothers-1,,
3338-1-2,3338-1,kosraean-smalllouse-1,,
3341-1-1,3341-1,marshallese-neitherhighnorlowinbetween-1,,
3342-1-1,3342-1,fijian-tolookatasareflection-1,,
3342-1-2,3342-1,saa-tolooksee-1,,
3342-1-3,3342-1,bugotu-tolookat-1,,
3342-1-4,3342-1,lau-tolookorseemappearance-1,,
3342-1-5,3342-1,arosi-looklookat-1,,
3342-1-6,3342-1,arosi-tolooklookintoorfor-1,,
3342-1-7,3342-1,kwaio-lookseelookfor-1,,
3342-1-8,3342-1,kwaio-lookat-1,,
3342-1-9,3342-1,kwaio-areflectingpoolmirror-1,,
3342-1-10,3342-1,lakalai-toseelookat-1,,
3342-1-11,3342-1,protoeasternoceanic-toseebehold-1,,
3342-1-12,3342-1,uraustronesisch-reflection-1,,
3343-1-1,3343-1,chuukese-socketformastoryardonasailingcanoe-1,,
3347-1-1,3347-1,marshallese-packagetofoldpack-1,,
3347-1-2,3347-1,marshallese-foldwrappackage-1,,
3347-1-3,3347-1,marshallese-foldsomething-1,,
3347-2-1,3347-2,kosraean-clothewearwrapsomething-1,,
3347-2-2,3347-2,kosraean-clothescloth-1,,
3347-2-3,3347-2,kosraean-coverwithaclothmeasurethesizeofapieceofcloth-1,,
3347-2-4,3347-2,marshallese-clothesclothtodressup-1,,
3347-2-5,3347-2,marshallese-clothesomeone-1,,
3347-2-6,3347-2,saa-tokinkhavecorrugationsbeshriveledorwrinkled-1,,
3347-2-7,3347-2,saa-tocreasefoldsomething-1,,
3348-1-1,3348-1,lakalai-rollitup-1,,
3348-1-2,3348-1,uraustronesisch-wrapupbindup-1,,
3350-1-1,3350-1,fijian-torubtheskinoff-1,,
3351-1-1,3351-1,protoaustronesian-slipawayescape-1,,blust1970[131]
3353-1-1,3353-1,ulithian-leftover-1,,benderetal1984
3354-1-1,3354-1,yapese-thenandbut-1,,
3356-1-1,3356-1,lakalai-beashamed-1,,
3358-1-1,3358-1,kosraean-breathlessthirsty-1,,
3358-1-2,3358-1,chuukese-headcoldchestcoldhaveacoldhaveacough-1,,
3360-1-1,3360-1,gilbertese-sinkfoundergodownasfood-1,,bingham1908
3360-1-2,3360-1,gilbertese-sinkfoundergodownasfood-2,,eastman1948
3360-1-3,3360-1,gilbertese-tosubsidetolull-1,,
3360-1-4,3360-1,kosraean-sinkwithtoomuchweightsubside-1,,
3360-2-1,3360-2,protochuukic-tosink-1,,
3361-1-1,3361-1,pohnpeian-clearingfieldplantationgarden-1,,
3361-1-2,3361-1,pohnpeian-clearanareacutorpullgrass-1,,
3361-1-3,3361-1,pohnpeian-makeaclearingplantationorgarden-1,,
3363-1-1,3363-1,marshallese-wrasse-1,,
3363-1-2,3363-1,lakalai-kindoffish-1,,
3364-1-1,3364-1,gilbertese-beangryfight-1,,
3364-1-2,3364-1,gilbertese-continuetoprovokeanger-1,,
3364-1-3,3364-1,protooceanic-strikeslay-1,,ross1988
3364-1-4,3364-1,saa-killorcutupananimal-1,,
3364-1-5,3364-1,arosi-tokillexterpate-1,,
3364-1-6,3364-1,kwaio-tofightcut-1,,
3364-1-7,3364-1,kwaio-warfare-1,,
3364-1-8,3364-1,uraustronesisch-warfighting-1,,
3364-2-1,3364-2,yapese-warbattle-1,,
3366-1-1,3366-1,fijian-fijianbreadburiedinthegroundformonths-1,,
3367-1-1,3367-1,kwaio-soft-1,,
3367-1-2,3367-1,kwaio-easy-1,,
3367-1-3,3367-1,kwaio-easysoftoverripe-1,,
3367-2-1,3367-2,bugotu-overripe-1,,
3368-1-1,3368-1,lakalai-becold-1,,
3368-1-2,3368-1,lakalai-toshakeasinepilepsy-2,,
3368-1-3,3368-1,lakalai-coldtobecold-1,,
3368-1-4,3368-1,protokimbe-becold-1,,
3368-1-5,3368-1,protoaustronesian-becold-1,,blust1970[133]
3370-1-1,3370-1,saa-hitherfrom-1,,
