Grapheme	IPA	Frequence	Codepoints
pʷuk[ao]	<???>	1	U+0070 U+02b7 U+0075 U+006b U+005b U+0061 U+006f U+005d
pʷull[ao]	<???>	1	U+0070 U+02b7 U+0075 U+006c U+006c U+005b U+0061 U+006f U+005d
pʷut[eo]	<???>	1	U+0070 U+02b7 U+0075 U+0074 U+005b U+0065 U+006f U+005d
pʷu[tØ]u	<???>	1	U+0070 U+02b7 U+0075 U+005b U+0074 U+00d8 U+005d U+0075
[dt]awa-ti-	<???>	1	U+005b U+0064 U+0074 U+005d U+0061 U+0077 U+0061 U+002d U+0074 U+0069 U+002d
ddin[ae]	<???>	1	U+0064 U+0064 U+0069 U+006e U+005b U+0061 U+0065 U+005d
takak[aú]	<???>	1	U+0074 U+0061 U+006b U+0061 U+006b U+005b U+0061 U+00fa U+005d
ta[nñ]ifa	<???>	1	U+0074 U+0061 U+005b U+006e U+00f1 U+005d U+0069 U+0066 U+0061
ta[wØ]o	<???>	1	U+0074 U+0061 U+005b U+0077 U+00d8 U+005d U+006f
[tw]oo-m[ae]y[ae]	<???>	1	U+005b U+0074 U+0077 U+005d U+006f U+006f U+002d U+006d U+005b U+0061 U+0065 U+005d U+0079 U+005b U+0061 U+0065 U+005d
tia[ae]	<???>	1	U+0074 U+0069 U+0061 U+005b U+0061 U+0065 U+005d
ti[wy]apʷo	<???>	1	U+0074 U+0069 U+005b U+0077 U+0079 U+005d U+0061 U+0070 U+02b7 U+006f
úr[iú]	<???>	1	U+00fa U+0072 U+005b U+0069 U+00fa U+005d
ud[ou]-	<???>	1	U+0075 U+0064 U+005b U+006f U+0075 U+005d U+002d
[uØ]waani	<???>	1	U+005b U+0075 U+00d8 U+005d U+0077 U+0061 U+0061 U+006e U+0069
wa[tw]u	<???>	1	U+0077 U+0061 U+005b U+0074 U+0077 U+005d U+0075
wiiy[ae]	<???>	1	U+0077 U+0069 U+0069 U+0079 U+005b U+0061 U+0065 U+005d
wod[ao]-	<???>	1	U+0077 U+006f U+0064 U+005b U+0061 U+006f U+005d U+002d
woT[ao]	<???>	1	U+0077 U+006f U+0054 U+005b U+0061 U+006f U+005d
yúw[ae]	<???>	1	U+0079 U+00fa U+0077 U+005b U+0061 U+0065 U+005d
*ci[ae]	<???>	1	U+002a U+0063 U+0069 U+005b U+0061 U+0065 U+005d
*cip[ae]	<???>	1	U+002a U+0063 U+0069 U+0070 U+005b U+0061 U+0065 U+005d
*fai[ae]-	<???>	1	U+002a U+0066 U+0061 U+0069 U+005b U+0061 U+0065 U+005d U+002d
*fe[ln]e	<???>	1	U+002a U+0066 U+0065 U+005b U+006c U+006e U+005d U+0065
*fi[ln]i	<???>	1	U+002a U+0066 U+0069 U+005b U+006c U+006e U+005d U+0069
*-ik[ae]	<???>	1	U+002a U+002d U+0069 U+006b U+005b U+0061 U+0065 U+005d
* te-ki[tT][ai]	<???>	1	U+002a U+0020 U+0074 U+0065 U+002d U+006b U+0069 U+005b U+0074 U+0054 U+005d U+005b U+0061 U+0069 U+005d
*lec[ae]	<???>	1	U+002a U+006c U+0065 U+0063 U+005b U+0061 U+0065 U+005d
*kamaarek[ae]	<???>	1	U+002a U+006b U+0061 U+006d U+0061 U+0061 U+0072 U+0065 U+006b U+005b U+0061 U+0065 U+005d
*mac[ae]-raki	<???>	1	U+002a U+006d U+0061 U+0063 U+005b U+0061 U+0065 U+005d U+002d U+0072 U+0061 U+006b U+0069
? *mwarekiy[ae]	<???>	1	U+003f U+0020 U+002a U+006d U+0077 U+0061 U+0072 U+0065 U+006b U+0069 U+0079 U+005b U+0061 U+0065 U+005d
*ŋúd[iú]	<???>	1	U+002a U+014b U+00fa U+0064 U+005b U+0069 U+00fa U+005d
*pwur[ao]	<???>	1	U+002a U+0070 U+0077 U+0075 U+0072 U+005b U+0061 U+006f U+005d
*r[ae]maki	<???>	1	U+002a U+0072 U+005b U+0061 U+0065 U+005d U+006d U+0061 U+006b U+0069
* [tT]aka	<???>	1	U+002a U+0020 U+005b U+0074 U+0054 U+005d U+0061 U+006b U+0061
*úla[tØ]o	<???>	1	U+002a U+00fa U+006c U+0061 U+005b U+0074 U+00d8 U+005d U+006f
? *wono-yik[ae]	<???>	1	U+003f U+0020 U+002a U+0077 U+006f U+006e U+006f U+002d U+0079 U+0069 U+006b U+005b U+0061 U+0065 U+005d
*wunut[ao]	<???>	1	U+002a U+0077 U+0075 U+006e U+0075 U+0074 U+005b U+0061 U+006f U+005d
c[ae]ŋaki	<???>	1	U+0063 U+005b U+0061 U+0065 U+005d U+014b U+0061 U+006b U+0069
cior[ao]	<???>	1	U+0063 U+0069 U+006f U+0072 U+005b U+0061 U+006f U+005d
cúll[ae]	<???>	1	U+0063 U+00fa U+006c U+006c U+005b U+0061 U+0065 U+005d
dadda[ln]i	<???>	1	U+0064 U+0061 U+0064 U+0064 U+0061 U+005b U+006c U+006e U+005d U+0069
[dt]afi[dt]afi	<???>	1	U+005b U+0064 U+0074 U+005d U+0061 U+0066 U+0069 U+005b U+0064 U+0074 U+005d U+0061 U+0066 U+0069
daki-[ae]ta	<???>	1	U+0064 U+0061 U+006b U+0069 U+002d U+005b U+0061 U+0065 U+005d U+0074 U+0061
d[ae]ŋarik[ai]	<???>	1	U+0064 U+005b U+0061 U+0065 U+005d U+014b U+0061 U+0072 U+0069 U+006b U+005b U+0061 U+0069 U+005d
[dt]ara	<???>	1	U+005b U+0064 U+0074 U+005d U+0061 U+0072 U+0061
d[ao]wura	<???>	1	U+0064 U+005b U+0061 U+006f U+005d U+0077 U+0075 U+0072 U+0061
ddaf[ei]	<???>	1	U+0064 U+0064 U+0061 U+0066 U+005b U+0065 U+0069 U+005d
dik[ae]	<???>	1	U+0064 U+0069 U+006b U+005b U+0061 U+0065 U+005d
diw[ao]	<???>	1	U+0064 U+0069 U+0077 U+005b U+0061 U+006f U+005d
fa[ae]fa[ae]	<???>	1	U+0066 U+0061 U+005b U+0061 U+0065 U+005d U+0066 U+0061 U+005b U+0061 U+0065 U+005d
faalipw[ae]	<???>	1	U+0066 U+0061 U+0061 U+006c U+0069 U+0070 U+0077 U+005b U+0061 U+0065 U+005d
f[ae]kir[ae]	<???>	1	U+0066 U+005b U+0061 U+0065 U+005d U+006b U+0069 U+0072 U+005b U+0061 U+0065 U+005d
fako[ln]a	<???>	1	U+0066 U+0061 U+006b U+006f U+005b U+006c U+006e U+005d U+0061
fa[ln]i	<???>	1	U+0066 U+0061 U+005b U+006c U+006e U+005d U+0069
fa[uú]naki	<???>	1	U+0066 U+0061 U+005b U+0075 U+00fa U+005d U+006e U+0061 U+006b U+0069
fi[ln]aŋŋe	<???>	1	U+0066 U+0069 U+005b U+006c U+006e U+005d U+0061 U+014b U+014b U+0065
if[ae]-di	<???>	1	U+0069 U+0066 U+005b U+0061 U+0065 U+005d U+002d U+0064 U+0069
i[ln]ii[ln]i	<???>	1	U+0069 U+005b U+006c U+006e U+005d U+0069 U+0069 U+005b U+006c U+006e U+005d U+0069
ir[ae]	<???>	1	U+0069 U+0072 U+005b U+0061 U+0065 U+005d
kaewa[ln]ú	<???>	1	U+006b U+0061 U+0065 U+0077 U+0061 U+005b U+006c U+006e U+005d U+00fa
kapwpwu-ta[ln]o	<???>	1	U+006b U+0061 U+0070 U+0077 U+0070 U+0077 U+0075 U+002d U+0074 U+0061 U+005b U+006c U+006e U+005d U+006f
[kØ]a[tØ]ieki	<???>	1	U+005b U+006b U+00d8 U+005d U+0061 U+005b U+0074 U+00d8 U+005d U+0069 U+0065 U+006b U+0069
[kØ]aTe-i-	<???>	1	U+005b U+006b U+00d8 U+005d U+0061 U+0054 U+0065 U+002d U+0069 U+002d
keen[ae]	<???>	1	U+006b U+0065 U+0065 U+006e U+005b U+0061 U+0065 U+005d
ki[ln]iawa	<???>	1	U+006b U+0069 U+005b U+006c U+006e U+005d U+0069 U+0061 U+0077 U+0061
kka[tØ]i	<???>	1	U+006b U+006b U+0061 U+005b U+0074 U+00d8 U+005d U+0069
kú[ln]arú	<???>	1	U+006b U+00fa U+005b U+006c U+006e U+005d U+0061 U+0072 U+00fa
kul[iu]ŋa	<???>	1	U+006b U+0075 U+006c U+005b U+0069 U+0075 U+005d U+014b U+0061
laar[iú]	<???>	1	U+006c U+0061 U+0061 U+0072 U+005b U+0069 U+00fa U+005d
[ln]ewa	<???>	1	U+005b U+006c U+006e U+005d U+0065 U+0077 U+0061
[ln]ie	<???>	1	U+005b U+006c U+006e U+005d U+0069 U+0065
li-kaa-tt[ae]raki	<???>	1	U+006c U+0069 U+002d U+006b U+0061 U+0061 U+002d U+0074 U+0074 U+005b U+0061 U+0065 U+005d U+0072 U+0061 U+006b U+0069
l[iu]kol[iu]ko	<???>	1	U+006c U+005b U+0069 U+0075 U+005d U+006b U+006f U+006c U+005b U+0069 U+0075 U+005d U+006b U+006f
[ln]iwetta	<???>	1	U+005b U+006c U+006e U+005d U+0069 U+0077 U+0065 U+0074 U+0074 U+0061
ma-caŋ[iú]	<???>	1	U+006d U+0061 U+002d U+0063 U+0061 U+014b U+005b U+0069 U+00fa U+005d
madai[ln][ae]	<???>	1	U+006d U+0061 U+0064 U+0061 U+0069 U+005b U+006c U+006e U+005d U+005b U+0061 U+0065 U+005d
ma[tØ]e-[iØ]-lééléé	<???>	1	U+006d U+0061 U+005b U+0074 U+00d8 U+005d U+0065 U+002d U+005b U+0069 U+00d8 U+005d U+002d U+006c U+00e9 U+00e9 U+006c U+00e9 U+00e9
ma[tØ]e-pwud[ao]	<???>	1	U+006d U+0061 U+005b U+0074 U+00d8 U+005d U+0065 U+002d U+0070 U+0077 U+0075 U+0064 U+005b U+0061 U+006f U+005d
ma[uú]ta	<???>	1	U+006d U+0061 U+005b U+0075 U+00fa U+005d U+0074 U+0061
maut[iu]	<???>	1	U+006d U+0061 U+0075 U+0074 U+005b U+0069 U+0075 U+005d
mi[cT]i	<???>	1	U+006d U+0069 U+005b U+0063 U+0054 U+005d U+0069
mwakk[iú]	<???>	1	U+006d U+0077 U+0061 U+006b U+006b U+005b U+0069 U+00fa U+005d
mwaút[iú]	<???>	1	U+006d U+0077 U+0061 U+00fa U+0074 U+005b U+0069 U+00fa U+005d
mwel[ie]	<???>	1	U+006d U+0077 U+0065 U+006c U+005b U+0069 U+0065 U+005d
mwe[ln]úa	<???>	1	U+006d U+0077 U+0065 U+005b U+006c U+006e U+005d U+00fa U+0061
mweŋ[ae]ya	<???>	1	U+006d U+0077 U+0065 U+014b U+005b U+0061 U+0065 U+005d U+0079 U+0061
mwor[ae]	<???>	1	U+006d U+0077 U+006f U+0072 U+005b U+0061 U+0065 U+005d
ŋ[ae]	<???>	1	U+014b U+005b U+0061 U+0065 U+005d
ŋ[ae]núwanúwa	<???>	1	U+014b U+005b U+0061 U+0065 U+005d U+006e U+00fa U+0077 U+0061 U+006e U+00fa U+0077 U+0061
parúŋ[iú]	<???>	1	U+0070 U+0061 U+0072 U+00fa U+014b U+005b U+0069 U+00fa U+005d
p[ae]cakkúla	<???>	1	U+0070 U+005b U+0061 U+0065 U+005d U+0063 U+0061 U+006b U+006b U+00fa U+006c U+0061
p[eo]wu	<???>	1	U+0070 U+005b U+0065 U+006f U+005d U+0077 U+0075
pin[ae]kú	<???>	1	U+0070 U+0069 U+006e U+005b U+0061 U+0065 U+005d U+006b U+00fa
pwadúr[eú]	<???>	1	U+0070 U+0077 U+0061 U+0064 U+00fa U+0072 U+005b U+0065 U+00fa U+005d
pwa[ty]i	<???>	1	U+0070 U+0077 U+0061 U+005b U+0074 U+0079 U+005d U+0069
pwaúr[ae]	<???>	1	U+0070 U+0077 U+0061 U+00fa U+0072 U+005b U+0061 U+0065 U+005d
pwele[ae]	<???>	1	U+0070 U+0077 U+0065 U+006c U+0065 U+005b U+0061 U+0065 U+005d
pwii-ta[ln]o	<???>	1	U+0070 U+0077 U+0069 U+0069 U+002d U+0074 U+0061 U+005b U+006c U+006e U+005d U+006f
pwpw[ae]	<???>	1	U+0070 U+0077 U+0070 U+0077 U+005b U+0061 U+0065 U+005d
-taa[iØ]	<???>	1	U+002d U+0074 U+0061 U+0061 U+005b U+0069 U+00d8 U+005d
+	+	1	U+002b
tao[ln][ae]	<???>	1	U+0074 U+0061 U+006f U+005b U+006c U+006e U+005d U+005b U+0061 U+0065 U+005d
tao[ln]o	<???>	1	U+0074 U+0061 U+006f U+005b U+006c U+006e U+005d U+006f
[tT]arú	<???>	1	U+005b U+0074 U+0054 U+005d U+0061 U+0072 U+00fa
ta[wØ]ia-awa	<???>	1	U+0074 U+0061 U+005b U+0077 U+00d8 U+005d U+0069 U+0061 U+002d U+0061 U+0077 U+0061
Teŋ[ea]	<???>	1	U+0054 U+0065 U+014b U+005b U+0065 U+0061 U+005d
Touk[ae]	<???>	1	U+0054 U+006f U+0075 U+006b U+005b U+0061 U+0065 U+005d
P	<?>	1	U+0050
M	<?>	1	U+004d
TTid[ae]	<???>	1	U+0054 U+0054 U+0069 U+0064 U+005b U+0061 U+0065 U+005d
úw[ae]di	<???>	1	U+00fa U+0077 U+005b U+0061 U+0065 U+005d U+0064 U+0069
walú-yik[ae]	<???>	1	U+0077 U+0061 U+006c U+00fa U+002d U+0079 U+0069 U+006b U+005b U+0061 U+0065 U+005d
yaú[ln]awa	<???>	1	U+0079 U+0061 U+00fa U+005b U+006c U+006e U+005d U+0061 U+0077 U+0061
yop[eo]	<???>	1	U+0079 U+006f U+0070 U+005b U+0065 U+006f U+005d
