Grapheme	IPA	Frequence	Codepoints
t	t	3	U+0074
n	n	3	U+006e
mw	mʷ	1	U+006d U+0077
m	m	1	U+006d
l	l	2	U+006c
a	a	6	U+0061
o	o	3	U+006f
i	i	1	U+0069
-	NULL	2	U+002d
_	_	2	U+005f
