Grapheme	IPA	Frequence	Codepoints
p	p	11	U+0070
t	t	3	U+0074
j	tʃ	1	U+006a
k	k	1	U+006b
‘	ʔ	1	U+2018
’	ʔ	1	U+2019
'	ʔ		
f	f	7	U+0066
s	s	3	U+0073
h	h	6	U+0068
m	m	5	U+006d
n	n	3	U+006e
g	ŋ	5	U+0067
ŋ	ŋ	3	U+014b
l	l	8	U+006c
r	r	4	U+0072
a	a	18	U+0061
e	e	9	U+0065
i	i	11	U+0069
o	o	12	U+006f
u	u	10	U+0075
