Grapheme	IPA	Frequence	Codepoints
a	a	553	U+0061
u	u	257	U+0075
i	i	253	U+0069
k	k	148	U+006b
o	o	134	U+006f
t	t	134	U+0074
r	r	109	U+0072
l	l	107	U+006c
e	e	98	U+0065
w	w	82	U+0077
m	m	78	U+006d
-	NULL	72	U+002d
ŋ	ŋ	65	U+014b
c	c	61	U+0063
f	f	60	U+0066
n	n	57	U+006e
p	p	53	U+0070
pʷ	pʷ	51	U+0070 U+02b7
s	s	36	U+0073
aa	aa	36	U+0061 U+0061
mʷ	mʷ	32	U+006d U+02b7
S	<?>	31	U+0053
_	_	20	U+005f
y	y	16	U+0079
T	<?>	16	U+0054
ñ	ɲ	14	U+00f1
uu	uu	12	U+0075 U+0075
x	x	6	U+0078
oo	oo	6	U+006f U+006f
ee	ee	5	U+0065 U+0065
ii	ii	3	U+0069 U+0069
Z	<?>	2	U+005a
ra[wØ]u	<???>	2	U+0072 U+0061 U+005b U+0077 U+00d8 U+005d U+0075
ru[ao]-ua	<???>	2	U+0072 U+0075 U+005b U+0061 U+006f U+005d U+002d U+0075 U+0061
[sS]aa	<???>	2	U+005b U+0073 U+0053 U+005d U+0061 U+0061
[sS]afi	<???>	2	U+005b U+0073 U+0053 U+005d U+0061 U+0066 U+0069
[sS]i-	<???>	2	U+005b U+0073 U+0053 U+005d U+0069 U+002d
u[sS]a	<???>	2	U+0075 U+005b U+0073 U+0053 U+005d U+0061
*	<?>	2	U+002a
ala[iu]	<???>	1	U+0061 U+006c U+0061 U+005b U+0069 U+0075 U+005d
al[iu]ta	<???>	1	U+0061 U+006c U+005b U+0069 U+0075 U+005d U+0074 U+0061
[aØ]mʷi	<???>	1	U+005b U+0061 U+00d8 U+005d U+006d U+02b7 U+0069
anu[sS]a	<???>	1	U+0061 U+006e U+0075 U+005b U+0073 U+0053 U+005d U+0061
a[sS]a	<???>	1	U+0061 U+005b U+0073 U+0053 U+005d U+0061
a[sS]e	<???>	1	U+0061 U+005b U+0073 U+0053 U+005d U+0065
a[sS]o	<???>	1	U+0061 U+005b U+0073 U+0053 U+005d U+006f
a[sS]u	<???>	1	U+0061 U+005b U+0073 U+0053 U+005d U+0075
[ao]ut[ae]	<???>	1	U+005b U+0061 U+006f U+005d U+0075 U+0074 U+005b U+0061 U+0065 U+005d
camʷ [ai]	<???>	1	U+0063 U+0061 U+006d U+02b7 U+0020 U+005b U+0061 U+0069 U+005d
[fØ]ani[fØ]ani	<???>	1	U+005b U+0066 U+00d8 U+005d U+0061 U+006e U+0069 U+005b U+0066 U+00d8 U+005d U+0061 U+006e U+0069
