Grapheme	IPA	Frequence	Codepoints
far[ae]	<???>	1	U+0066 U+0061 U+0072 U+005b U+0061 U+0065 U+005d
[fp]ara ?	<???>	1	U+005b U+0066 U+0070 U+005d U+0061 U+0072 U+0061 U+0020 U+003f
fa[sS]ua	<???>	1	U+0066 U+0061 U+005b U+0073 U+0053 U+005d U+0075 U+0061
[fØ]eci[fØ]eci	<???>	1	U+005b U+0066 U+00d8 U+005d U+0065 U+0063 U+0069 U+005b U+0066 U+00d8 U+005d U+0065 U+0063 U+0069
fi[sS]a-	<???>	1	U+0066 U+0069 U+005b U+0073 U+0053 U+005d U+0061 U+002d
fit[ou]u	<???>	1	U+0066 U+0069 U+0074 U+005b U+006f U+0075 U+005d U+0075
ka[sS]i[sS]ifa	<???>	1	U+006b U+0061 U+005b U+0073 U+0053 U+005d U+0069 U+005b U+0073 U+0053 U+005d U+0069 U+0066 U+0061
ka[sS]o	<???>	1	U+006b U+0061 U+005b U+0073 U+0053 U+005d U+006f
V	<?>	1	U+0056
kurer[ae]	<???>	1	U+006b U+0075 U+0072 U+0065 U+0072 U+005b U+0061 U+0065 U+005d
l[ao]u	<???>	1	U+006c U+005b U+0061 U+006f U+005d U+0075
l[au]tuu	<???>	1	U+006c U+005b U+0061 U+0075 U+005d U+0074 U+0075 U+0075
l[iu]ku-	<???>	1	U+006c U+005b U+0069 U+0075 U+005d U+006b U+0075 U+002d
l[iu]ku	<???>	1	U+006c U+005b U+0069 U+0075 U+005d U+006b U+0075
[ln]ima	<???>	1	U+005b U+006c U+006e U+005d U+0069 U+006d U+0061
l[iu]nuru	<???>	1	U+006c U+005b U+0069 U+0075 U+005d U+006e U+0075 U+0072 U+0075
loŋ[ao]	<???>	1	U+006c U+006f U+014b U+005b U+0061 U+006f U+005d
loo[wØ]a	<???>	1	U+006c U+006f U+006f U+005b U+0077 U+00d8 U+005d U+0061
lo[sS]o-	<???>	1	U+006c U+006f U+005b U+0073 U+0053 U+005d U+006f U+002d
mam[ei]	<???>	1	U+006d U+0061 U+006d U+005b U+0065 U+0069 U+005d
ma-[nñ]awa	<???>	1	U+006d U+0061 U+002d U+005b U+006e U+00f1 U+005d U+0061 U+0077 U+0061
ma-[sS]ali	<???>	1	U+006d U+0061 U+002d U+005b U+0073 U+0053 U+005d U+0061 U+006c U+0069
ma[sS]o	<???>	1	U+006d U+0061 U+005b U+0073 U+0053 U+005d U+006f
ma[wØ]u[sS][au]	<???>	1	U+006d U+0061 U+005b U+0077 U+00d8 U+005d U+0075 U+005b U+0073 U+0053 U+005d U+005b U+0061 U+0075 U+005d
mʷ[ou]a	<???>	1	U+006d U+02b7 U+005b U+006f U+0075 U+005d U+0061
ney[ae]	<???>	1	U+006e U+0065 U+0079 U+005b U+0061 U+0065 U+005d
ni[ae]	<???>	1	U+006e U+0069 U+005b U+0061 U+0065 U+005d
nu[sS]o	<???>	1	U+006e U+0075 U+005b U+0073 U+0053 U+005d U+006f
ñoñ[iu]	<???>	1	U+00f1 U+006f U+00f1 U+005b U+0069 U+0075 U+005d
ŋaruŋaru or ŋ[eo]ru	<???>	1	U+014b U+0061 U+0072 U+0075 U+014b U+0061 U+0072 U+0075 U+0020 U+006f U+0072 U+0020 U+014b U+005b U+0065 U+006f U+005d U+0072 U+0075
ŋ[eo]ru	<???>	1	U+014b U+005b U+0065 U+006f U+005d U+0072 U+0075
pʷ[ae]	<???>	1	U+0070 U+02b7 U+005b U+0061 U+0065 U+005d
pʷ[ae]la	<???>	1	U+0070 U+02b7 U+005b U+0061 U+0065 U+005d U+006c U+0061
pʷax[ae]	<???>	1	U+0070 U+02b7 U+0061 U+0078 U+005b U+0061 U+0065 U+005d
pʷ[iu]Sowa	<???>	1	U+0070 U+02b7 U+005b U+0069 U+0075 U+005d U+0053 U+006f U+0077 U+0061
pʷon[ao]	<???>	1	U+0070 U+02b7 U+006f U+006e U+005b U+0061 U+006f U+005d
pʷuk[ao]	<???>	1	U+0070 U+02b7 U+0075 U+006b U+005b U+0061 U+006f U+005d
pʷu[sS]o	<???>	1	U+0070 U+02b7 U+0075 U+005b U+0073 U+0053 U+005d U+006f
rak[ou]mʷu	<???>	1	U+0072 U+0061 U+006b U+005b U+006f U+0075 U+005d U+006d U+02b7 U+0075
rut[iu]	<???>	1	U+0072 U+0075 U+0074 U+005b U+0069 U+0075 U+005d
[sS]afa	<???>	1	U+005b U+0073 U+0053 U+005d U+0061 U+0066 U+0061
[sS]ake	<???>	1	U+005b U+0073 U+0053 U+005d U+0061 U+006b U+0065
[sS]aku	<???>	1	U+005b U+0073 U+0053 U+005d U+0061 U+006b U+0075
[sS]aku-laara	<???>	1	U+005b U+0073 U+0053 U+005d U+0061 U+006b U+0075 U+002d U+006c U+0061 U+0061 U+0072 U+0061
[st]apa	<???>	1	U+005b U+0073 U+0074 U+005d U+0061 U+0070 U+0061
[sS]iko	<???>	1	U+005b U+0073 U+0053 U+005d U+0069 U+006b U+006f
[sS]ili	<???>	1	U+005b U+0073 U+0053 U+005d U+0069 U+006c U+0069
[sS]in[ae]	<???>	1	U+005b U+0073 U+0053 U+005d U+0069 U+006e U+005b U+0061 U+0065 U+005d
[sS]ipa	<???>	1	U+005b U+0073 U+0053 U+005d U+0069 U+0070 U+0061
[sS]ixi	<???>	1	U+005b U+0073 U+0053 U+005d U+0069 U+0078 U+0069
[sS]oka	<???>	1	U+005b U+0073 U+0053 U+005d U+006f U+006b U+0061
[sS]oko	<???>	1	U+005b U+0073 U+0053 U+005d U+006f U+006b U+006f
[sS]ola	<???>	1	U+005b U+0073 U+0053 U+005d U+006f U+006c U+0061
[sS]olo	<???>	1	U+005b U+0073 U+0053 U+005d U+006f U+006c U+006f
[sS]oro	<???>	1	U+005b U+0073 U+0053 U+005d U+006f U+0072 U+006f
[sS]owu	<???>	1	U+005b U+0073 U+0053 U+005d U+006f U+0077 U+0075
[sS]ua	<???>	1	U+005b U+0073 U+0053 U+005d U+0075 U+0061
tap[ae]	<???>	1	U+0074 U+0061 U+0070 U+005b U+0061 U+0065 U+005d
tapaka[wØ]u	<???>	1	U+0074 U+0061 U+0070 U+0061 U+006b U+0061 U+005b U+0077 U+00d8 U+005d U+0075
ta[sS]i-	<???>	1	U+0074 U+0061 U+005b U+0073 U+0053 U+005d U+0069 U+002d
ta[wØ]o	<???>	1	U+0074 U+0061 U+005b U+0077 U+00d8 U+005d U+006f
ta[wØ]u[iu]	<???>	1	U+0074 U+0061 U+005b U+0077 U+00d8 U+005d U+0075 U+005b U+0069 U+0075 U+005d
t[iu]pʷu	<???>	1	U+0074 U+005b U+0069 U+0075 U+005d U+0070 U+02b7 U+0075
to[ae]	<???>	1	U+0074 U+006f U+005b U+0061 U+0065 U+005d
[tT]ulu-	<???>	1	U+005b U+0074 U+0054 U+005d U+0075 U+006c U+0075 U+002d
[tT]upa	<???>	1	U+005b U+0074 U+0054 U+005d U+0075 U+0070 U+0061
tu[sS]u	<???>	1	U+0074 U+0075 U+005b U+0073 U+0053 U+005d U+0075
unu-[sS]i	<???>	1	U+0075 U+006e U+0075 U+002d U+005b U+0073 U+0053 U+005d U+0069
us[ei]	<???>	1	U+0075 U+0073 U+005b U+0065 U+0069 U+005d
u[sS][ou]-	<???>	1	U+0075 U+005b U+0073 U+0053 U+005d U+005b U+006f U+0075 U+005d U+002d
uS[iu]	<???>	1	U+0075 U+0053 U+005b U+0069 U+0075 U+005d
wa[wØ]u	<???>	1	U+0077 U+0061 U+005b U+0077 U+00d8 U+005d U+0075
w[eo]li	<???>	1	U+0077 U+005b U+0065 U+006f U+005d U+006c U+0069
w[eo]n[eo]	<???>	1	U+0077 U+005b U+0065 U+006f U+005d U+006e U+005b U+0065 U+006f U+005d
wos[ao]	<???>	1	U+0077 U+006f U+0073 U+005b U+0061 U+006f U+005d
pw	pw	1	U+0070 U+0077
