Grapheme	IPA	Frequence	Codepoints
a	a	166	U+0061
i	i	86	U+0069
o	o	52	U+006f
k	k	50	U+006b
u	u	48	U+0075
e	e	42	U+0065
-	NULL	39	U+002d
t	t	34	U+0074
l	l	27	U+006c
pʷ	pʷ	25	U+0070 U+02b7
p	p	24	U+0070
r	r	22	U+0072
w	w	21	U+0077
c	c	20	U+0063
s	s	18	U+0073
ŋ	ŋ	18	U+014b
m	m	17	U+006d
f	f	15	U+0066
n	n	14	U+006e
T	<?>	12	U+0054
aa	aa	11	U+0061 U+0061
mʷ	mʷ	11	U+006d U+02b7
_	_	4	U+005f
ii	ii	3	U+0069 U+0069
uu	uu	3	U+0075 U+0075
x	x	3	U+0078
ñ	ɲ	2	U+00f1
y	y	2	U+0079
S	<?>	2	U+0053
ta[wØ]u	<???>	2	U+0074 U+0061 U+005b U+0077 U+00d8 U+005d U+0075
ar[eo]ŋu	<???>	1	U+0061 U+0072 U+005b U+0065 U+006f U+005d U+014b U+0075
co[wØ]a-	<???>	1	U+0063 U+006f U+005b U+0077 U+00d8 U+005d U+0061 U+002d
f[ao]ŋ[ou]-si-	<???>	1	U+0066 U+005b U+0061 U+006f U+005d U+014b U+005b U+006f U+0075 U+005d U+002d U+0073 U+0069 U+002d
i[tØ]i	<???>	1	U+0069 U+005b U+0074 U+00d8 U+005d U+0069
ka[wØ]o	<???>	1	U+006b U+0061 U+005b U+0077 U+00d8 U+005d U+006f
lapʷ[ou]so	<???>	1	U+006c U+0061 U+0070 U+02b7 U+005b U+006f U+0075 U+005d U+0073 U+006f
l[eo]ŋu	<???>	1	U+006c U+005b U+0065 U+006f U+005d U+014b U+0075
[ln]usi-	<???>	1	U+005b U+006c U+006e U+005d U+0075 U+0073 U+0069 U+002d
[mmʷ]a-asaasa	<???>	1	U+005b U+006d U+006d U+02b7 U+005d U+0061 U+002d U+0061 U+0073 U+0061 U+0061 U+0073 U+0061
ma[iu]ŋi	<???>	1	U+006d U+0061 U+005b U+0069 U+0075 U+005d U+014b U+0069
mʷea[wØ]u	<???>	1	U+006d U+02b7 U+0065 U+0061 U+005b U+0077 U+00d8 U+005d U+0075
n[ae]i-	<???>	1	U+006e U+005b U+0061 U+0065 U+005d U+0069 U+002d
-ŋ[ei]a	<???>	1	U+002d U+014b U+005b U+0065 U+0069 U+005d U+0061
pe[ln]e-awa	<???>	1	U+0070 U+0065 U+005b U+006c U+006e U+005d U+0065 U+002d U+0061 U+0077 U+0061
pʷ[ae]	<???>	1	U+0070 U+02b7 U+005b U+0061 U+0065 U+005d
pʷuŋ[iu]	<???>	1	U+0070 U+02b7 U+0075 U+014b U+005b U+0069 U+0075 U+005d
pʷuta[ei]	<???>	1	U+0070 U+02b7 U+0075 U+0074 U+0061 U+005b U+0065 U+0069 U+005d
[sS]aaŋa	<???>	1	U+005b U+0073 U+0053 U+005d U+0061 U+0061 U+014b U+0061
siŋ[iu]	<???>	1	U+0073 U+0069 U+014b U+005b U+0069 U+0075 U+005d
tawu or co[wØ]a-	<???>	1	U+0074 U+0061 U+0077 U+0075 U+0020 U+006f U+0072 U+0020 U+0063 U+006f U+005b U+0077 U+00d8 U+005d U+0061 U+002d
t[ou]wai	<???>	1	U+0074 U+005b U+006f U+0075 U+005d U+0077 U+0061 U+0069
oo	oo	1	U+006f U+006f
w[ao]pʷo	<???>	1	U+0077 U+005b U+0061 U+006f U+005d U+0070 U+02b7 U+006f
wa[xØ]a	<???>	1	U+0077 U+0061 U+005b U+0078 U+00d8 U+005d U+0061
woŋ[iu]-si	<???>	1	U+0077 U+006f U+014b U+005b U+0069 U+0075 U+005d U+002d U+0073 U+0069
